127.0.0.1 - - [01/Jul/2022:22:40:16 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [01/Jul/2022:22:56:54 +0900] "GET /Petist/mianHospitalList.ho HTTP/1.1" 200 2693
0:0:0:0:0:0:0:1 - - [01/Jul/2022:22:56:54 +0900] "GET /Petist/start.pe HTTP/1.1" 200 5198
0:0:0:0:0:0:0:1 - - [01/Jul/2022:22:56:55 +0900] "GET /Petist/list.pe HTTP/1.1" 200 6442
0:0:0:0:0:0:0:1 - - [01/Jul/2022:22:56:56 +0900] "GET /Petist/enrollForm.pe HTTP/1.1" 200 7054
0:0:0:0:0:0:0:1 - - [01/Jul/2022:22:57:11 +0900] "POST /Petist/insert.pe HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [01/Jul/2022:22:57:11 +0900] "GET /Petist/list.pe HTTP/1.1" 200 6625
0:0:0:0:0:0:0:1 - - [01/Jul/2022:22:57:11 +0900] "GET /Petist/resources/pet/Petist_20220701225711_23632.png HTTP/1.1" 200 47469
0:0:0:0:0:0:0:1 - - [01/Jul/2022:22:57:27 +0900] "GET /Petist/calender.pe?pno=59 HTTP/1.1" 200 5818
0:0:0:0:0:0:0:1 - - [01/Jul/2022:22:57:27 +0900] "GET /Petist/resources/pet/fullcalendar/main.css HTTP/1.1" 200 41500
0:0:0:0:0:0:0:1 - - [01/Jul/2022:22:57:27 +0900] "GET /Petist/resources/pet/fullcalendar/main.js HTTP/1.1" 200 717985
0:0:0:0:0:0:0:1 - - [01/Jul/2022:22:57:29 +0900] "GET /Petist/detail.pe?selectDate=2022-07-01&pno=59 HTTP/1.1" 500 3365
